k,i
clickVideoExit,
clickVideoExit,0.095612808
clickVideoExit,0.963561321
clickVideoExit,0.469699392
clickVideoExit,0
clickVideoExit,0.007994883
clickVideoExit,0.006995523
clickVideoExit,0.95965582
clickVideoExit,0.989648625
clickVideoExit,0.97664095
clickVideoExit,0.372761433
clickVideoExit,0.158694436
clickVideoExit,0.856447873
clickVideoExit,0.000415734
clickVideoExit,0
clickVideoExit,0.991541413
clickVideoExit,0.445714743
clickVideoExit,0.462418052
clickVideoExit,0.799488327
clickVideoExit,0.035976975
clickVideoExit,0
clickVideoExit,
clickVideoExit,
clickVideoExit,0
clickVideoExit,
clickVideoExit,0.002572354
clickVideoExit,0.785767109
clickVideoExit,0.514470739
clickVideoExit,0.962294132
clickVideoExit,
clickVideoExit,0.69214103
clickVideoExit,0.251373121
clickVideoExit,0.004415174
clickVideoExit,0.052120643
clickVideoExit,0.348021266
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.007994883
clickVideoExit,0.032978894
clickVideoExit,0.150903422
clickVideoExit,0.003997442
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.031979533
clickVideoExit,0.076950752
clickVideoExit,0.013183563
clickVideoExit,0.014063
clickVideoExit,0.748676847
clickVideoExit,0.752456428
clickVideoExit,
clickVideoExit,0.015691957
clickVideoExit,0.748383035
clickVideoExit,0.003829549
clickVideoExit,
clickVideoExit,0.001529021
clickVideoExit,0
clickVideoExit,0.989534698
clickVideoExit,0
clickVideoExit,0.413701231
clickVideoExit,
clickVideoExit,0.010115526
clickVideoExit,0.490657979
clickVideoExit,0.986478654
clickVideoExit,0.981809642
clickVideoExit,
clickVideoExit,0.415885833
clickVideoExit,0.609707787
clickVideoExit,0
clickVideoExit,0.999164535
clickVideoExit,0.498970659
clickVideoExit,0.973409018
clickVideoExit,0.013991046
clickVideoExit,0.873804765
clickVideoExit,0.008520547
clickVideoExit,0.0185941
clickVideoExit,
clickVideoExit,0.712543972
clickVideoExit,0.306803646
clickVideoExit,0.284817717
clickVideoExit,0.012551967
clickVideoExit,1
clickVideoExit,0
clickVideoExit,0.286816437
clickVideoExit,0.896618164
clickVideoExit,0.937082267
clickVideoExit,0.908310681
clickVideoExit,0.127326511
clickVideoExit,0.990030381
clickVideoExit,0.01236009
clickVideoExit,0.223704829
clickVideoExit,0.003631676
clickVideoExit,8.19E-05
clickVideoExit,0.623167173
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.03539135
clickVideoExit,0.881903582
clickVideoExit,0.515220259
clickVideoExit,0.588771186
clickVideoExit,0.953769587
clickVideoExit,0.633898305
clickVideoExit,0.001618964
clickVideoExit,0.08253118
clickVideoExit,0.986618564
clickVideoExit,0.539244883
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.551600975
clickVideoExit,0.002442437
clickVideoExit,0.001666933
clickVideoExit,0.293506156
clickVideoExit,0.965358171
clickVideoExit,0.22545371
clickVideoExit,0.073225136
clickVideoExit,0.064552686
clickVideoExit,0.00315598
clickVideoExit,0
clickVideoExit,0.714132955
clickVideoExit,0.995834666
clickVideoExit,0.013997042
clickVideoExit,0.002902143
clickVideoExit,0.161020947
clickVideoExit,0.107930924
clickVideoExit,0.647313719
clickVideoExit,0.493941877
clickVideoExit,0.037294132
clickVideoExit,0.998600895
clickVideoExit,0
clickVideoExit,0.658252718
clickVideoExit,0.825417733
clickVideoExit,0.212553965
clickVideoExit,0.660291413
clickVideoExit,0.002232571
clickVideoExit,0.568352255
clickVideoExit,0.001944755
clickVideoExit,0.004706988
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.340951791
clickVideoExit,0.987659898
clickVideoExit,0.001211225
clickVideoExit,0.161134874
clickVideoExit,0.045966581
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.003685641
clickVideoExit,0.015989767
clickVideoExit,0.778501759
clickVideoExit,0.044971218
clickVideoExit,0.507675088
clickVideoExit,0.394747362
clickVideoExit,0.050967381
clickVideoExit,0.224856092
clickVideoExit,0.453709626
clickVideoExit,0.159897665
clickVideoExit,1
clickVideoExit,1
clickVideoExit,0.653104013
clickVideoExit,0.852568356
clickVideoExit,0
clickVideoExit,0.452736249
clickVideoExit,0
clickVideoExit,0.749954029
clickVideoExit,0.009991605
clickVideoExit,0.948085225
clickVideoExit,0.99617245
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.37181204
clickVideoExit,0.000877438
clickVideoExit,0.837464023
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.017988487
clickVideoExit,0
clickVideoExit,0.437719859
clickVideoExit,0.97737448
clickVideoExit,0.290813879
clickVideoExit,
clickVideoExit,0.012991685
clickVideoExit,0.597617525
clickVideoExit,0.530660377
clickVideoExit,0.770538855
clickVideoExit,0.159897665
clickVideoExit,0.159897665
clickVideoExit,0.159897665
clickVideoExit,0.736498641
clickVideoExit,0
clickVideoExit,0.18581308
clickVideoExit,0.033490566
clickVideoExit,0.644169731
clickVideoExit,0.972481612
clickVideoExit,0.020926607
clickVideoExit,0.003179965
clickVideoExit,0.252848177
clickVideoExit,0.44710985
clickVideoExit,0
clickVideoExit,0.415466102
clickVideoExit,0.173175168
clickVideoExit,0.004057403
clickVideoExit,0.950677566
clickVideoExit,0.471698113
clickVideoExit,0.714542693
clickVideoExit,0.837893748
clickVideoExit,0.015196274
clickVideoExit,0.939322833
clickVideoExit,0.219191717
clickVideoExit,0.009979613
clickVideoExit,0.964316837
clickVideoExit,0.951493044
clickVideoExit,0.158356652
clickVideoExit,0.995512872
clickVideoExit,0.00148505
clickVideoExit,0.569219699
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.018666054
clickVideoExit,0.002008714
clickVideoExit,0.001303166
clickVideoExit,0.004521106
clickVideoExit,0
clickVideoExit,0.003098017
clickVideoExit,0.003349856
clickVideoExit,0.611738487
clickVideoExit,0
clickVideoExit,0.054944835
clickVideoExit,0.972113847
clickVideoExit,0.82168812
clickVideoExit,0.004197314
clickVideoExit,0.243200352
clickVideoExit,0.554285257
clickVideoExit,0
clickVideoExit,0.016967141
clickVideoExit,0.025893428
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.002692277
clickVideoExit,0.889104973
clickVideoExit,0.047629517
clickVideoExit,0.304806924
clickVideoExit,0.423305085
clickVideoExit,0.191747282
clickVideoExit,0.339748561
clickVideoExit,0.653589703
clickVideoExit,0.18854733
clickVideoExit,0.000801487
clickVideoExit,0.815470099
clickVideoExit,0.036794452
clickVideoExit,0.601564998
clickVideoExit,0.981291973
clickVideoExit,0.180552446
clickVideoExit,
clickVideoExit,0.364238887
clickVideoExit,0.563791174
clickVideoExit,0.772561561
clickVideoExit,0
clickVideoExit,0.895490886
clickVideoExit,0.523664854
clickVideoExit,0.000461705
clickVideoExit,0.483690438
clickVideoExit,0.525821474
clickVideoExit,0.00387552
clickVideoExit,0.005704349
clickVideoExit,0.782695075
clickVideoExit,0.841159658
clickVideoExit,0.004577071
clickVideoExit,0.83835945
clickVideoExit,0.001932763
clickVideoExit,0.935471298
clickVideoExit,0.992071075
clickVideoExit,0
clickVideoExit,0.982303326
clickVideoExit,0.00135913
clickVideoExit,0.751960745
clickVideoExit,0.582289335
clickVideoExit,0.006533818
clickVideoExit,0.995912616
clickVideoExit,0.009941637
clickVideoExit,0.548642869
clickVideoExit,0.001650943
clickVideoExit,0.53337464
clickVideoExit,0
clickVideoExit,0.959435961
clickVideoExit,0.245670771
clickVideoExit,0.038545331
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.250739527
clickVideoExit,0.000543652
clickVideoExit,0.87070275
clickVideoExit,0.008370643
clickVideoExit,0
clickVideoExit,0.438539335
clickVideoExit,0
clickVideoExit,0.002994084
clickVideoExit,0.872865366
clickVideoExit,0.986262792
clickVideoExit,0.714322833
clickVideoExit,0.117924528
clickVideoExit,0.001025344
clickVideoExit,0.964626639
clickVideoExit,0.957523185
clickVideoExit,2.80E-05
clickVideoExit,0.096392309
clickVideoExit,0
clickVideoExit,0.003010074
clickVideoExit,0.692616725
clickVideoExit,0
clickVideoExit,0.008222737
clickVideoExit,0.969761353
clickVideoExit,0.997509594
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.009126159
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.831689719
clickVideoExit,0.403337864
clickVideoExit,0.237957707
clickVideoExit,
clickVideoExit,
clickVideoExit,0.704714982
clickVideoExit,0.050423729
clickVideoExit,0.020410937
clickVideoExit,0.032165414
clickVideoExit,0.006445875
clickVideoExit,0.667330908
clickVideoExit,0.967336904
clickVideoExit,0.615761912
clickVideoExit,0
clickVideoExit,0.01242205
clickVideoExit,0.098435002
clickVideoExit,0
clickVideoExit,0.17425048
clickVideoExit,0.130146706
clickVideoExit,0.213935082
clickVideoExit,
clickVideoExit,0.229832907
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.240286217
clickVideoExit,0.970932603
clickVideoExit,0.001644947
clickVideoExit,0.467852574
clickVideoExit,0.521877998
clickVideoExit,0.934443956
clickVideoExit,0.009088184
clickVideoExit,
clickVideoExit,0.002866166
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.003203949
clickVideoExit,
clickVideoExit,0.656549808
clickVideoExit,0.759048209
clickVideoExit,0.067956508
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,
clickVideoExit,0
clickVideoExit,0.96370323
clickVideoExit,0.677914135
clickVideoExit,0.003683642
clickVideoExit,0.020548849
clickVideoExit,0.999540294
clickVideoExit,0.331519827
clickVideoExit,0
clickVideoExit,0.5037496
clickVideoExit,0.551572993
clickVideoExit,0.006847618
clickVideoExit,0.011438679
clickVideoExit,
clickVideoExit,0.081415894
clickVideoExit,0.315486089
clickVideoExit,0.000857451
clickVideoExit,0.03509354
clickVideoExit,0.064274864
clickVideoExit,0.469361609
clickVideoExit,0.785433323
clickVideoExit,0.002196594
clickVideoExit,0.971582187
clickVideoExit,0.990679965
clickVideoExit,0.000951391
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.031333946
clickVideoExit,0.993290294
clickVideoExit,0.956267988
clickVideoExit,0.004822913
clickVideoExit,0.007017509
clickVideoExit,0.246842021
clickVideoExit,0.775503678
clickVideoExit,0.207169412
clickVideoExit,0.992244963
clickVideoExit,0.310033579
clickVideoExit,0.00867245
clickVideoExit,0.081947554
clickVideoExit,0.949128558
clickVideoExit,0.499362408
clickVideoExit,0.011376719
clickVideoExit,0.015989767
clickVideoExit,0.443136393
clickVideoExit,0.008994244
clickVideoExit,0.181883594
clickVideoExit,0.000883435
clickVideoExit,0.000817477
clickVideoExit,0.001305165
clickVideoExit,0.112927726
clickVideoExit,0.152902143
clickVideoExit,0.738301487
clickVideoExit,0.234050208
clickVideoExit,
clickVideoExit,
clickVideoExit,0.022631516
clickVideoExit,0.263831148
clickVideoExit,
clickVideoExit,0.328575712
clickVideoExit,0.286458666
clickVideoExit,0.967408858
clickVideoExit,0.9648445
clickVideoExit,0.00632795
clickVideoExit,0.003084026
clickVideoExit,0.327112648
clickVideoExit,0.816965142
clickVideoExit,0.001415094
clickVideoExit,0.443630077
clickVideoExit,0.185037576
clickVideoExit,0.076876799
clickVideoExit,0.002464423
clickVideoExit,0.013851135
clickVideoExit,0.000451711
clickVideoExit,0.791173649
clickVideoExit,
clickVideoExit,0.288667253
clickVideoExit,0.543264311
clickVideoExit,0.320237048
clickVideoExit,0.97537576
clickVideoExit,0.434441957
clickVideoExit,0.753805564
clickVideoExit,
clickVideoExit,4.60E-05
clickVideoExit,0.006541813
clickVideoExit,0.982739047
clickVideoExit,0.999582267
clickVideoExit,0
clickVideoExit,0.806048129
clickVideoExit,
clickVideoExit,0.789994404
clickVideoExit,0.486414695
clickVideoExit,0.17756236
clickVideoExit,0.207727055
clickVideoExit,0.730834266
clickVideoExit,0.001045331
clickVideoExit,0.656018148
clickVideoExit,0
clickVideoExit,0.966427486
clickVideoExit,0.966427486
clickVideoExit,0.988507355
clickVideoExit,0.604389191
clickVideoExit,
clickVideoExit,
clickVideoExit,0.017806604
clickVideoExit,0.522799408
clickVideoExit,0.062472018
clickVideoExit,0.005442517
clickVideoExit,0
clickVideoExit,0.000681564
clickVideoExit,0.305804285
clickVideoExit,0.003026063
clickVideoExit,0.946332347
clickVideoExit,0.013131596
clickVideoExit,0.158832347
clickVideoExit,0.874322434
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.001043332
clickVideoExit,0.004325232
clickVideoExit,0.261810441
clickVideoExit,0.019407579
clickVideoExit,0.8528122
clickVideoExit,0
clickVideoExit,0.535021586
clickVideoExit,0.626075312
clickVideoExit,0.281829629
clickVideoExit,0.000877438
clickVideoExit,0.606873601
clickVideoExit,0.856455868
clickVideoExit,0.848161177
clickVideoExit,0.90540654
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.304353214
clickVideoExit,0.0010933
clickVideoExit,0.796586185
clickVideoExit,0.796586185
clickVideoExit,0.001638951
clickVideoExit,0.002432443
clickVideoExit,
clickVideoExit,
clickVideoExit,0.00104733
clickVideoExit,0.848908698
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.759479933
clickVideoExit,0.804427167
clickVideoExit,0.301762872
clickVideoExit,0.837442037
clickVideoExit,0.23898505
clickVideoExit,0.746096498
clickVideoExit,
clickVideoExit,0.982639111
clickVideoExit,
clickVideoExit,0.000923409
clickVideoExit,0
clickVideoExit,0.997715462
clickVideoExit,0.071945955
clickVideoExit,0
clickVideoExit,0.002686281
clickVideoExit,0.002686281
clickVideoExit,0.231961545
clickVideoExit,0.063411417
clickVideoExit,0
clickVideoExit,0.967460825
clickVideoExit,0
clickVideoExit,0.946440278
clickVideoExit,0.00217261
clickVideoExit,0.061482651
clickVideoExit,0.349712184
clickVideoExit,0
clickVideoExit,0.186696514
clickVideoExit,0
clickVideoExit,0.316587384
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.539964423
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.012619923
clickVideoExit,0.690492085
clickVideoExit,0.891207627
clickVideoExit,0.965302207
clickVideoExit,0.481052127
clickVideoExit,0.126365126
clickVideoExit,0.986730492
clickVideoExit,0.647885353
clickVideoExit,0
clickVideoExit,0.082021506
clickVideoExit,0.000743524
clickVideoExit,0.332241366
clickVideoExit,0
clickVideoExit,0.010635193
clickVideoExit,0
clickVideoExit,0.408910297
clickVideoExit,0.575259834
clickVideoExit,0.609332028
clickVideoExit,0.567798609
clickVideoExit,0.142908539
clickVideoExit,0.394215702
clickVideoExit,0.161896386
clickVideoExit,1
clickVideoExit,0.831467861
clickVideoExit,0.555642389
clickVideoExit,0.201870803
clickVideoExit,0.486688519
clickVideoExit,0.338783179
clickVideoExit,0.290813879
clickVideoExit,0.567636713
clickVideoExit,0.381755676
clickVideoExit,
clickVideoExit,0.968380237
clickVideoExit,0
clickVideoExit,0.170145107
clickVideoExit,0.269827311
clickVideoExit,
clickVideoExit,0.395746722
clickVideoExit,0.738527343
clickVideoExit,0.015989767
clickVideoExit,0.001998721
clickVideoExit,0.001998721
clickVideoExit,0.619351615
clickVideoExit,0
clickVideoExit,0.517372881
clickVideoExit,0.003175967
clickVideoExit,0.078349856
clickVideoExit,0.995247042
clickVideoExit,0.375289815
clickVideoExit,0.581795651
clickVideoExit,0.994287656
clickVideoExit,0
clickVideoExit,0.020490886
clickVideoExit,0.423936681
clickVideoExit,0.002354493
clickVideoExit,0.779267269
clickVideoExit,0.948492965
clickVideoExit,0
clickVideoExit,0.948113208
clickVideoExit,0.004497122
clickVideoExit,0
clickVideoExit,0.967019108
clickVideoExit,0.019329629
clickVideoExit,0.038151583
clickVideoExit,0.964112968
clickVideoExit,0.203791573
clickVideoExit,0.85590622
clickVideoExit,0.199338423
clickVideoExit,0.004011433
clickVideoExit,0.14717181
clickVideoExit,0.297555564
clickVideoExit,0.060831068
clickVideoExit,0.170103134
clickVideoExit,0.910533259
clickVideoExit,0
clickVideoExit,0.802504397
clickVideoExit,0.19759354
clickVideoExit,0.79226495
clickVideoExit,0.004083387
clickVideoExit,0.178347857
clickVideoExit,0.359050208
clickVideoExit,0.081010154
clickVideoExit,0.044479533
clickVideoExit,0
clickVideoExit,0.82006316
clickVideoExit,0.951461065
clickVideoExit,0.417043092
clickVideoExit,0
clickVideoExit,0.314094979
clickVideoExit,0.634106172
clickVideoExit,0.732976895
clickVideoExit,0.517810601
clickVideoExit,0.999080588
clickVideoExit,0.408782379
clickVideoExit,0.185233451
clickVideoExit,0.857816997
clickVideoExit,0
clickVideoExit,0.517165014
clickVideoExit,0.226726895
clickVideoExit,0.825821474
clickVideoExit,0.068949872
clickVideoExit,0
clickVideoExit,0.449892069
clickVideoExit,0.469351615
clickVideoExit,0.003571714
clickVideoExit,0.202322514
clickVideoExit,0.182155421
clickVideoExit,0.440590022
clickVideoExit,0.003293892
clickVideoExit,0.31295371
clickVideoExit,0.886992325
clickVideoExit,0.202810201
clickVideoExit,0.910261433
clickVideoExit,0
clickVideoExit,0.982587144
clickVideoExit,0.226578989
clickVideoExit,0.000927406
clickVideoExit,0.000927406
clickVideoExit,0.969565478
clickVideoExit,0.966699312
clickVideoExit,0
clickVideoExit,0.16748481
clickVideoExit,0.059821714
clickVideoExit,0.19112568
clickVideoExit,0.712208187
clickVideoExit,0.180326591
clickVideoExit,0.581112088
clickVideoExit,0.002686281
clickVideoExit,0.022871362
clickVideoExit,0.989748561
clickVideoExit,0.354840902
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.944237688
clickVideoExit,0
clickVideoExit,0.396804045
clickVideoExit,0
clickVideoExit,0.41401503
clickVideoExit,0.851191238
clickVideoExit,0.085978973
clickVideoExit,0.883946274
clickVideoExit,0.145894627
clickVideoExit,0.190861848
clickVideoExit,0.811016949
clickVideoExit,0.00148505
clickVideoExit,
clickVideoExit,0.986504637
clickVideoExit,0.288157579
clickVideoExit,0.002670291
clickVideoExit,1
clickVideoExit,0.018987848
clickVideoExit,7.60E-05
clickVideoExit,0.004587064
clickVideoExit,0.167822594
clickVideoExit,0.003663655
clickVideoExit,0.00164095
clickVideoExit,0.998081228
clickVideoExit,0.99592261
clickVideoExit,0.798932683
clickVideoExit,0.649932043
clickVideoExit,0.006158059
clickVideoExit,0.520620803
clickVideoExit,0.004820915
clickVideoExit,0.814210905
clickVideoExit,
clickVideoExit,0.002728254
clickVideoExit,0.855720339
clickVideoExit,0.847131836
clickVideoExit,0.542472817
clickVideoExit,0.934168132
clickVideoExit,0.007611129
clickVideoExit,0.000183882
clickVideoExit,0.169041813
clickVideoExit,0.988127598
clickVideoExit,0.053965462
clickVideoExit,0.110023585
clickVideoExit,0.009280061
clickVideoExit,0.030016789
clickVideoExit,0.748764791
clickVideoExit,0.998001279
clickVideoExit,0.766433483
clickVideoExit,0
clickVideoExit,0.667143028
clickVideoExit,0.785417333
clickVideoExit,0.017053086
clickVideoExit,0.967682683
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.509673809
clickVideoExit,0.00082747
clickVideoExit,0.39715582
clickVideoExit,0.95376559
clickVideoExit,0.003503758
clickVideoExit,0.681303965
clickVideoExit,0.079365206
clickVideoExit,0.005376559
clickVideoExit,0.994597458
clickVideoExit,0.676854813
clickVideoExit,0.002808203
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.993072434
clickVideoExit,0
clickVideoExit,0.967105053
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.969349616
clickVideoExit,0.596979933
clickVideoExit,0.147379677
clickVideoExit,0.998494963
clickVideoExit,0.7054685
clickVideoExit,0.333440598
clickVideoExit,0.002448433
clickVideoExit,0.001541014
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.005000799
clickVideoExit,0.021152462
clickVideoExit,0.803329869
clickVideoExit,1
clickVideoExit,0.85445315
clickVideoExit,0
clickVideoExit,0.035937
clickVideoExit,0.012056284
clickVideoExit,0
clickVideoExit,0.006341941
clickVideoExit,
clickVideoExit,0.580314599
clickVideoExit,0.179884874
clickVideoExit,0.009993604
clickVideoExit,0.00099936
clickVideoExit,
clickVideoExit,0.941397506
clickVideoExit,0.04996802
clickVideoExit,0.041973137
clickVideoExit,0.039214902
clickVideoExit,0.968528142
clickVideoExit,0.442716661
clickVideoExit,0.005996162
clickVideoExit,1
clickVideoExit,0.270826671
clickVideoExit,0.001922769
clickVideoExit,0.003889511
clickVideoExit,0.004996802
clickVideoExit,0.006995523
clickVideoExit,0
clickVideoExit,0.003357851
clickVideoExit,1
clickVideoExit,0.009711784
clickVideoExit,0.36175048
clickVideoExit,0.010976975
clickVideoExit,0.841675328
clickVideoExit,0.370580828
clickVideoExit,0.33262512
clickVideoExit,0.962350096
clickVideoExit,0.781004157
clickVideoExit,0.532675088
clickVideoExit,0.012036297
clickVideoExit,0.003877518
clickVideoExit,0.58837544
clickVideoExit,0.012991685
clickVideoExit,0.012991685
clickVideoExit,0.005996162
clickVideoExit,0.005996162
clickVideoExit,0.176886792
clickVideoExit,0.943396226
clickVideoExit,0.062959706
clickVideoExit,0.002998081
clickVideoExit,0.482411257
clickVideoExit,0.051966741
clickVideoExit,0.849784138
clickVideoExit,
clickVideoExit,0.987837784
clickVideoExit,0.776027343
clickVideoExit,0.018538136
clickVideoExit,0.003018068
clickVideoExit,0
clickVideoExit,0.795712744
clickVideoExit,0.404503118
clickVideoExit,0.996931964
clickVideoExit,0.000319795
clickVideoExit,0.982717061
clickVideoExit,0.022305724
clickVideoExit,0.003885513
clickVideoExit,0.334929645
clickVideoExit,
clickVideoExit,4.80E-05
clickVideoExit,0
clickVideoExit,0
clickVideoExit,
clickVideoExit,
clickVideoExit,
clickVideoExit,0.780570435
clickVideoExit,0.971378318
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.008806364
clickVideoExit,0.186714503
clickVideoExit,0.260697154
clickVideoExit,0.041879197
clickVideoExit,0.847865366
clickVideoExit,0.97023505
clickVideoExit,0.189106972
clickVideoExit,0.000355772
clickVideoExit,0.360007595
clickVideoExit,0.12599936
clickVideoExit,0.00990566
clickVideoExit,0
clickVideoExit,0.999400384
clickVideoExit,0.000931404
clickVideoExit,0.005056764
clickVideoExit,0
clickVideoExit,0.238681244
clickVideoExit,0.175097937
clickVideoExit,0.512404061
clickVideoExit,0.034348017
clickVideoExit,0.564638631
clickVideoExit,0.230852255
clickVideoExit,0.091941158
clickVideoExit,
clickVideoExit,0.192009114
clickVideoExit,0.990875839
clickVideoExit,0.945872642
clickVideoExit,0.641251599
clickVideoExit,0.602092661
clickVideoExit,0.98529741
clickVideoExit,0.02198393
clickVideoExit,0.948976655
clickVideoExit,0.290372162
clickVideoExit,0.003038056
clickVideoExit,0.011480652
clickVideoExit,0
clickVideoExit,0.006118084
clickVideoExit,0
clickVideoExit,0.391981132
clickVideoExit,0.015771906
clickVideoExit,0.001129277
clickVideoExit,0.961384714
clickVideoExit,0.180080748
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.040230253
clickVideoExit,0.779710985
clickVideoExit,0.109527902
clickVideoExit,0.007183403
clickVideoExit,0.236652542
clickVideoExit,0.995285018
clickVideoExit,0.836598577
clickVideoExit,0.708176767
clickVideoExit,0.801954749
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.625599616
clickVideoExit,0.052966102
clickVideoExit,0.009993604
clickVideoExit,0.819475536
clickVideoExit,0.007263351
clickVideoExit,0.052966102
clickVideoExit,0.12092261
clickVideoExit,0.002998081
clickVideoExit,0
clickVideoExit,0.782499201
clickVideoExit,0.865446114
clickVideoExit,0.010992965
clickVideoExit,0.326790854
clickVideoExit,0
clickVideoExit,0.041973137
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.669571474
clickVideoExit,0.02498401
clickVideoExit,1
clickVideoExit,0.003997442
clickVideoExit,
clickVideoExit,
clickVideoExit,0.011992325
clickVideoExit,0.493542133
clickVideoExit,0.045970579
clickVideoExit,0.011042933
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.194629437
clickVideoExit,0.002958107
clickVideoExit,0.003651663
clickVideoExit,0.602738248
clickVideoExit,0.00489087
clickVideoExit,0.801918772
clickVideoExit,0.014668612
clickVideoExit,0.442660697
clickVideoExit,0.968302287
clickVideoExit,0.032607131
clickVideoExit,0.166257595
clickVideoExit,0
clickVideoExit,0.206240006
clickVideoExit,0
clickVideoExit,
clickVideoExit,
clickVideoExit,0.002912136
clickVideoExit,0.602340502
clickVideoExit,0.030058762
clickVideoExit,
clickVideoExit,
clickVideoExit,
clickVideoExit,0.00607811
clickVideoExit,0.015158299
clickVideoExit,0.665574033
clickVideoExit,0.34278062
clickVideoExit,0.109929645
clickVideoExit,0.116925168
clickVideoExit,0.008994244
clickVideoExit,0.430724336
clickVideoExit,0.04896866
clickVideoExit,0.020986569
clickVideoExit,0.376758874
clickVideoExit,0.193875919
clickVideoExit,0.088943076
clickVideoExit,0.075951391
clickVideoExit,0.015989767
clickVideoExit,0.014990406
clickVideoExit,0.098936681
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.166893188
clickVideoExit,0.602614327
clickVideoExit,0.166893188
clickVideoExit,0.179884874
clickVideoExit,0.939398785
clickVideoExit,0.937400064
clickVideoExit,0.900423729
clickVideoExit,0.12192197
clickVideoExit,0.968110409
clickVideoExit,0
clickVideoExit,0.521666134
clickVideoExit,0.178885513
clickVideoExit,0.070954589
clickVideoExit,0.164894468
clickVideoExit,
clickVideoExit,0.19487528
clickVideoExit,0.055964183
clickVideoExit,
clickVideoExit,1
clickVideoExit,1
clickVideoExit,0.002998081
clickVideoExit,0.986418692
clickVideoExit,0.558032859
clickVideoExit,0.003056044
clickVideoExit,0.002998081
clickVideoExit,0.08493764
clickVideoExit,0.864446754
clickVideoExit,0.88736009
clickVideoExit,0.085379357
clickVideoExit,0
clickVideoExit,0.261258794
clickVideoExit,0
clickVideoExit,0.989688599
clickVideoExit,0.85693756
clickVideoExit,0.950561641
clickVideoExit,0
clickVideoExit,0.003507755
clickVideoExit,0.002646306
clickVideoExit,0
clickVideoExit,0.602518388
clickVideoExit,0.001107291
clickVideoExit,0.968799968
clickVideoExit,0.939130956
clickVideoExit,0.334050208
clickVideoExit,0.960964982
clickVideoExit,0.018989846
clickVideoExit,0.006427886
clickVideoExit,
clickVideoExit,0
clickVideoExit,0.841393508
clickVideoExit,0.002904141
clickVideoExit,0.126956748
clickVideoExit,0.004820915
clickVideoExit,0.519145747
clickVideoExit,0
clickVideoExit,0.150115926
clickVideoExit,0.988023665
clickVideoExit,0
clickVideoExit,0.480788295
clickVideoExit,0.480788295
clickVideoExit,0.005198673
clickVideoExit,0.64907859
clickVideoExit,0.907900943
clickVideoExit,0.369999201
clickVideoExit,0.991169651
clickVideoExit,0.017852574
clickVideoExit,0
clickVideoExit,0.988399424
clickVideoExit,0.022315718
clickVideoExit,0.428571714
clickVideoExit,0.99820315
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.058058842
clickVideoExit,0.003321874
clickVideoExit,0.025565638
clickVideoExit,0.007633115
clickVideoExit,0.84553086
clickVideoExit,0
clickVideoExit,0.684282059
clickVideoExit,0.991627358
clickVideoExit,
clickVideoExit,0.008450592
clickVideoExit,0.237763831
clickVideoExit,0.137911736
clickVideoExit,0.401073313
clickVideoExit,0.78778182
clickVideoExit,0.755516469
clickVideoExit,0.637204189
clickVideoExit,0.005348577
clickVideoExit,0.249820115
clickVideoExit,0.729704989
clickVideoExit,0.849456348
