k,i
clickVideoExit,0.397925328
clickVideoExit,0.994597458
clickVideoExit,0.835169492
clickVideoExit,0.704491126
clickVideoExit,0.407001519
clickVideoExit,0.995960585
clickVideoExit,0.810787096
clickVideoExit,0.007994883
clickVideoExit,0.001804845
clickVideoExit,1
clickVideoExit,0.002998081
clickVideoExit,0.086944356
clickVideoExit,0.046969939
clickVideoExit,0.648584906
clickVideoExit,0.025983371
clickVideoExit,0.003997442
clickVideoExit,0.173888711
clickVideoExit,0.019987208
clickVideoExit,0.035495283
clickVideoExit,0.237945715
clickVideoExit,0.001157259
clickVideoExit,0.943402223
clickVideoExit,0.032551167
clickVideoExit,0.328789575
clickVideoExit,0.024600256
clickVideoExit,0.988959066
clickVideoExit,0.977532379
clickVideoExit,0.145774704
clickVideoExit,0.995658778
clickVideoExit,0
clickVideoExit,0.006955548
clickVideoExit,0.274404381
clickVideoExit,0.74770347
clickVideoExit,0.95276623
clickVideoExit,0
clickVideoExit,0.966131676
clickVideoExit,0.990943796
clickVideoExit,0.152888152
clickVideoExit,0
clickVideoExit,0.733954269
clickVideoExit,0
clickVideoExit,0.311730492
clickVideoExit,0.749316437
clickVideoExit,0.20429725
clickVideoExit,0
clickVideoExit,0.001710905
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.266977135
clickVideoExit,0.347257755
clickVideoExit,0.177058682
clickVideoExit,0.996870003
clickVideoExit,0.996362328
clickVideoExit,0.004996802
clickVideoExit,0.991903182
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.059763751
clickVideoExit,0.007179405
clickVideoExit,0.017738647
clickVideoExit,0.964208906
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.706547809
clickVideoExit,0.013991046
clickVideoExit,0.015989767
clickVideoExit,0.184881676
clickVideoExit,0.087943716
clickVideoExit,
clickVideoExit,0.007994883
clickVideoExit,0.67306324
clickVideoExit,0.75751519
clickVideoExit,0.015989767
clickVideoExit,0.02498401
clickVideoExit,0.015128318
clickVideoExit,0.023387032
clickVideoExit,0.807569156
clickVideoExit,0.007789015
clickVideoExit,0.005308602
clickVideoExit,0.9982811
clickVideoExit,0.312488008
clickVideoExit,
clickVideoExit,
clickVideoExit,
clickVideoExit,0.196874001
clickVideoExit,0.033978254
clickVideoExit,
clickVideoExit,0
clickVideoExit,0.7354693
clickVideoExit,0.177098657
clickVideoExit,0.003221938
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.453124001
clickVideoExit,
clickVideoExit,0.347853374
clickVideoExit,0.018666054
clickVideoExit,0.828197953
clickVideoExit,0.227342501
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.60745323
clickVideoExit,0.020237048
clickVideoExit,0
clickVideoExit,0.000471698
clickVideoExit,0.989122961
clickVideoExit,0.549902063
clickVideoExit,0.480142709
clickVideoExit,0.7150004
clickVideoExit,0
clickVideoExit,0.718660058
clickVideoExit,0.586584586
clickVideoExit,
clickVideoExit,0.299362408
clickVideoExit,0
clickVideoExit,0.876910777
clickVideoExit,0.001576991
clickVideoExit,0.16529621
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.498942677
clickVideoExit,0.003149984
clickVideoExit,0.015100336
clickVideoExit,0.007463224
clickVideoExit,0.515949792
clickVideoExit,0.449712184
clickVideoExit,0.56263991
clickVideoExit,0.086944356
clickVideoExit,0.086944356
clickVideoExit,0
clickVideoExit,
clickVideoExit,
clickVideoExit,
clickVideoExit,0.26782859
clickVideoExit,0.012991685
clickVideoExit,0.184881676
clickVideoExit,0.435721138
clickVideoExit,0.29181324
clickVideoExit,0.02498401
clickVideoExit,0.970378957
clickVideoExit,0.851455069
clickVideoExit,0.56263991
clickVideoExit,0.098936681
clickVideoExit,0.716137672
clickVideoExit,0.06196834
clickVideoExit,0.002152622
clickVideoExit,0.356767669
clickVideoExit,0
clickVideoExit,0.198361049
clickVideoExit,0.008630476
clickVideoExit,0
clickVideoExit,0.511110889
clickVideoExit,0.995528862
clickVideoExit,0.998013272
clickVideoExit,0.679025424
clickVideoExit,0.840112328
clickVideoExit,0.009659818
clickVideoExit,0
clickVideoExit,0.614130956
clickVideoExit,0.012418052
clickVideoExit,0.000795491
clickVideoExit,0
clickVideoExit,0.790586025
clickVideoExit,0
clickVideoExit,0.855930205
clickVideoExit,0.001678925
clickVideoExit,0.871808043
clickVideoExit,0.521168452
clickVideoExit,0
clickVideoExit,0.003741605
clickVideoExit,0
clickVideoExit,0.658736409
clickVideoExit,0.645155101
clickVideoExit,0
clickVideoExit,0.985349376
clickVideoExit,0.309493924
clickVideoExit,0.228981452
clickVideoExit,0.19504717
clickVideoExit,0.217650704
clickVideoExit,0.037625919
clickVideoExit,0
clickVideoExit,0.61871802
clickVideoExit,0.9643748
clickVideoExit,0.968210345
clickVideoExit,0.008236728
clickVideoExit,0
clickVideoExit,0.175607611
clickVideoExit,0.181853614
clickVideoExit,0.991913176
clickVideoExit,0.113449392
clickVideoExit,0.079712984
clickVideoExit,0.918412216
clickVideoExit,0.202840182
clickVideoExit,0.217860569
clickVideoExit,0.006995523
clickVideoExit,0.276822833
clickVideoExit,0.965973777
clickVideoExit,
clickVideoExit,
clickVideoExit,0.553853534
clickVideoExit,0.991501439
clickVideoExit,0.00575032
clickVideoExit,0.497935321
clickVideoExit,0.632791014
clickVideoExit,0
clickVideoExit,0.658830349
clickVideoExit,0.00181284
clickVideoExit,0.136912376
clickVideoExit,0.008688439
clickVideoExit,0.974376399
clickVideoExit,0
clickVideoExit,0.006995523
clickVideoExit,1
clickVideoExit,0.059961625
clickVideoExit,0
clickVideoExit,0.622601535
clickVideoExit,0.006995523
clickVideoExit,0.426794851
clickVideoExit,
clickVideoExit,0.966009754
clickVideoExit,0.57813999
clickVideoExit,
clickVideoExit,0.728981452
clickVideoExit,0.973241126
clickVideoExit,0.009993604
clickVideoExit,0.047951311
clickVideoExit,0.044183722
clickVideoExit,
clickVideoExit,0.16582787
clickVideoExit,0.807025504
clickVideoExit,0.014990406
clickVideoExit,0.02498401
clickVideoExit,0.02498401
clickVideoExit,0.018987848
clickVideoExit,0
clickVideoExit,0.204868884
clickVideoExit,
clickVideoExit,
clickVideoExit,0.016989127
clickVideoExit,0.988351455
clickVideoExit,0.996272386
clickVideoExit,0.591621362
clickVideoExit,0.649176527
clickVideoExit,0.157525184
clickVideoExit,0.000915414
clickVideoExit,0.014990406
clickVideoExit,0.064958427
clickVideoExit,
clickVideoExit,0.12092261
clickVideoExit,0.960385353
clickVideoExit,0
clickVideoExit,1
clickVideoExit,
clickVideoExit,0.006623761
clickVideoExit,0.99650024
clickVideoExit,0.028977454
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.467902542
clickVideoExit,0
clickVideoExit,0.957801007
clickVideoExit,0.425127918
clickVideoExit,0.985177486
clickVideoExit,0.793402223
clickVideoExit,0.945314998
clickVideoExit,0
clickVideoExit,0.986028941
clickVideoExit,0.907996882
clickVideoExit,
clickVideoExit,0.077954109
clickVideoExit,0.002778222
clickVideoExit,0.881773665
clickVideoExit,0.014442757
clickVideoExit,0.139236888
clickVideoExit,0
clickVideoExit,0.003329869
clickVideoExit,0.032113447
clickVideoExit,0.018098417
clickVideoExit,0.186096898
clickVideoExit,0
clickVideoExit,0.002442437
clickVideoExit,0.447099856
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.764174928
clickVideoExit,0.197583547
clickVideoExit,0
clickVideoExit,0.002394468
clickVideoExit,0.002848177
clickVideoExit,0.640929805
clickVideoExit,0.398411017
clickVideoExit,0.78748401
clickVideoExit,0.993622082
clickVideoExit,0.993364247
clickVideoExit,0.023742805
clickVideoExit,0.96150064
clickVideoExit,0.789774544
clickVideoExit,0.000933403
clickVideoExit,0.639538695
clickVideoExit,0.637591941
clickVideoExit,0.709391989
clickVideoExit,0.00793692
clickVideoExit,0.007938919
clickVideoExit,0.001820835
clickVideoExit,0.001211225
clickVideoExit,0
clickVideoExit,0.544771346
clickVideoExit,0
clickVideoExit,0.667037096
clickVideoExit,0.627824193
clickVideoExit,0.860467301
clickVideoExit,
clickVideoExit,0.991067717
clickVideoExit,0.070970579
clickVideoExit,0.001680924
clickVideoExit,0.365783898
clickVideoExit,0
clickVideoExit,0.92665694
clickVideoExit,0.659523905
clickVideoExit,0.005964183
clickVideoExit,0.712565958
clickVideoExit,0.001295171
clickVideoExit,0.650581628
clickVideoExit,0.015318196
clickVideoExit,0.901423089
clickVideoExit,0.986744484
clickVideoExit,0.003997442
clickVideoExit,0.052966102
clickVideoExit,0
clickVideoExit,0.005996162
clickVideoExit,0.921410297
clickVideoExit,
clickVideoExit,
clickVideoExit,0.101934762
clickVideoExit,0.440717941
clickVideoExit,0.029980812
clickVideoExit,0.003997442
clickVideoExit,0.915118324
clickVideoExit,0.967115046
clickVideoExit,0
clickVideoExit,0.849004637
clickVideoExit,0.001329149
clickVideoExit,0.001293172
clickVideoExit,0
clickVideoExit,0.6190618
clickVideoExit,
clickVideoExit,0.010992965
clickVideoExit,0.001998721
clickVideoExit,0.010992965
clickVideoExit,
clickVideoExit,0.001998721
clickVideoExit,
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.803485769
clickVideoExit,1
clickVideoExit,0.969711385
clickVideoExit,0
clickVideoExit,0.030330588
clickVideoExit,0.000785497
clickVideoExit,0.076908778
clickVideoExit,0.003751599
clickVideoExit,0.787619923
clickVideoExit,0.009635833
clickVideoExit,0.944257675
clickVideoExit,0
clickVideoExit,0.003785577
clickVideoExit,0.000525664
clickVideoExit,0
clickVideoExit,0.01657739
clickVideoExit,0.991545411
clickVideoExit,0.221162456
clickVideoExit,0.987803806
clickVideoExit,0.015705948
clickVideoExit,0.032924928
clickVideoExit,0.963881116
clickVideoExit,0.496985929
clickVideoExit,0.190847857
clickVideoExit,0.002292533
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.001830828
clickVideoExit,0
clickVideoExit,0.740332187
clickVideoExit,0.002372482
clickVideoExit,
clickVideoExit,0.027278542
clickVideoExit,0.114736569
clickVideoExit,0.979019428
clickVideoExit,0
clickVideoExit,0.398632875
clickVideoExit,0.204041413
clickVideoExit,0.582355293
clickVideoExit,0
clickVideoExit,0.213921091
clickVideoExit,0.003485769
clickVideoExit,0.301241206
clickVideoExit,0.952226575
clickVideoExit,0
clickVideoExit,0.892192996
clickVideoExit,0.003215942
clickVideoExit,0.027014711
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.015154301
clickVideoExit,0.095147106
clickVideoExit,0.607846978
clickVideoExit,0.000479693
clickVideoExit,
clickVideoExit,0.030130716
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.746522226
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.011992325
clickVideoExit,0
clickVideoExit,0.216869204
clickVideoExit,0.357481212
clickVideoExit,0.003020067
clickVideoExit,0.177298529
clickVideoExit,0.009457947
clickVideoExit,0.000707547
clickVideoExit,0.055964183
clickVideoExit,0.999258475
clickVideoExit,0.830872242
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.566705309
clickVideoExit,0.989068996
clickVideoExit,0
clickVideoExit,0.000429725
clickVideoExit,0.861648545
clickVideoExit,0.006084106
clickVideoExit,0.000357771
clickVideoExit,0.018286297
clickVideoExit,0.338565318
clickVideoExit,0.337090262
clickVideoExit,0.335199472
clickVideoExit,0.001650943
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.770267029
clickVideoExit,0.969477534
clickVideoExit,0
clickVideoExit,0.969303646
clickVideoExit,0.006663735
clickVideoExit,0.975295811
clickVideoExit,0.778114007
clickVideoExit,1
clickVideoExit,0.021985929
clickVideoExit,1
clickVideoExit,0.831367925
clickVideoExit,0.01839023
clickVideoExit,0.659617845
clickVideoExit,0.615096338
clickVideoExit,0.001700911
clickVideoExit,0.963923089
clickVideoExit,0.710487288
clickVideoExit,0.168935881
clickVideoExit,0.028315878
clickVideoExit,0.12020307
clickVideoExit,0
clickVideoExit,0.003305884
clickVideoExit,0.994385593
clickVideoExit,
clickVideoExit,
clickVideoExit,0.004722977
clickVideoExit,0.370293012
clickVideoExit,0.991695315
clickVideoExit,0.107591142
clickVideoExit,0.432033499
clickVideoExit,0.004433163
clickVideoExit,0.85729733
clickVideoExit,0.789612648
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.767135034
clickVideoExit,0.010948993
clickVideoExit,0.618116406
clickVideoExit,0.825477694
clickVideoExit,0.712362088
clickVideoExit,0.656675728
clickVideoExit,0.270810681
clickVideoExit,0.616497442
clickVideoExit,0.610627199
clickVideoExit,0.002602335
clickVideoExit,0.003903502
clickVideoExit,0.439344819
clickVideoExit,0.878537736
clickVideoExit,0.00657779
clickVideoExit,0
clickVideoExit,0.005272626
clickVideoExit,0
clickVideoExit,0.026778862
clickVideoExit,0.853383834
clickVideoExit,0.593696035
clickVideoExit,0.00045371
clickVideoExit,0.454708986
clickVideoExit,
clickVideoExit,0.471698113
clickVideoExit,0.005996162
clickVideoExit,0.018987848
clickVideoExit,0.791493444
clickVideoExit,0.963939079
clickVideoExit,0.909417972
clickVideoExit,0.741113687
clickVideoExit,0.074952031
clickVideoExit,0.194377598
clickVideoExit,0.998361049
clickVideoExit,0.051966741
clickVideoExit,0.70854653
clickVideoExit,0.371762072
clickVideoExit,0.908776383
clickVideoExit,0
clickVideoExit,0.287815798
clickVideoExit,0.003383834
clickVideoExit,
clickVideoExit,0.499680205
clickVideoExit,0.168891909
clickVideoExit,0.457707067
clickVideoExit,
clickVideoExit,0.254836904
clickVideoExit,0.003767589
clickVideoExit,0.99145347
clickVideoExit,0.422729453
clickVideoExit,0.600615606
clickVideoExit,0.852454429
clickVideoExit,0.005996162
clickVideoExit,
clickVideoExit,0.004996802
clickVideoExit,0.985369364
clickVideoExit,0.193875919
clickVideoExit,0.484689799
clickVideoExit,0.008994244
clickVideoExit,
clickVideoExit,
clickVideoExit,0.705548449
clickVideoExit,1
clickVideoExit,0.175887432
clickVideoExit,
clickVideoExit,0
clickVideoExit,
clickVideoExit,0.044971218
clickVideoExit,0.102934122
clickVideoExit,0.039974416
clickVideoExit,0.135913016
clickVideoExit,0.443194356
clickVideoExit,0.00496882
clickVideoExit,0.968336265
clickVideoExit,0.039982411
clickVideoExit,0.275527662
clickVideoExit,0.825391749
clickVideoExit,0.806721698
clickVideoExit,0.805986169
clickVideoExit,0
clickVideoExit,0.749946035
clickVideoExit,0.003353854
clickVideoExit,0
clickVideoExit,0.990366166
clickVideoExit,0.209865686
clickVideoExit,0.001998721
clickVideoExit,0
clickVideoExit,0.00099936
clickVideoExit,
clickVideoExit,0.813479373
clickVideoExit,0.125919412
clickVideoExit,0.277822194
clickVideoExit,0.654221298
clickVideoExit,0
clickVideoExit,0.043971858
clickVideoExit,0
clickVideoExit,0.000771506
clickVideoExit,0.468700032
clickVideoExit,0.252838184
clickVideoExit,0.002998081
clickVideoExit,0.455708347
clickVideoExit,0.589622642
clickVideoExit,0.813479373
clickVideoExit,0.875439719
clickVideoExit,0
clickVideoExit,0.171748081
clickVideoExit,
clickVideoExit,0.461704509
clickVideoExit,0.835465302
clickVideoExit,0.996154461
clickVideoExit,0.000929405
clickVideoExit,0.429724976
clickVideoExit,0.270920611
clickVideoExit,0.006445875
clickVideoExit,0.00256236
clickVideoExit,0.117582747
clickVideoExit,
clickVideoExit,0.869775344
clickVideoExit,7.00E-05
clickVideoExit,0.971664135
clickVideoExit,0.043402223
clickVideoExit,0.254217301
clickVideoExit,
clickVideoExit,
clickVideoExit,0.229852894
clickVideoExit,
clickVideoExit,0.402742245
clickVideoExit,0.581627758
clickVideoExit,0.262831788
clickVideoExit,
clickVideoExit,0.002998081
clickVideoExit,0.567612728
clickVideoExit,0.565637992
clickVideoExit,0.565637992
clickVideoExit,0
clickVideoExit,0.196776063
clickVideoExit,0.82946914
clickVideoExit,0
clickVideoExit,0
clickVideoExit,
clickVideoExit,0.999400384
clickVideoExit,0.787825791
clickVideoExit,0.834040214
clickVideoExit,0.9714063
clickVideoExit,0.892748641
clickVideoExit,0.966647346
clickVideoExit,0.047543572
clickVideoExit,0.477626319
clickVideoExit,0.00121922
clickVideoExit,0.554854893
clickVideoExit,0.126954749
clickVideoExit,0.241461465
clickVideoExit,0
clickVideoExit,
clickVideoExit,0.206042133
clickVideoExit,0
clickVideoExit,
clickVideoExit,0.943560122
clickVideoExit,0
clickVideoExit,0.023652862
clickVideoExit,0.368496162
clickVideoExit,0.625669571
clickVideoExit,0.827600336
clickVideoExit,0
clickVideoExit,0.834425967
clickVideoExit,0.994277662
clickVideoExit,0.438907099
clickVideoExit,0.465230253
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.992762632
clickVideoExit,0.99462544
clickVideoExit,0.123009274
clickVideoExit,0
clickVideoExit,0.009911657
clickVideoExit,0.002826191
clickVideoExit,0.001746882
clickVideoExit,0.987414055
clickVideoExit,0.028425807
clickVideoExit,0.96349936
clickVideoExit,0.963383435
clickVideoExit,0.042972498
clickVideoExit,0.994363607
clickVideoExit,0.004996802
clickVideoExit,0.571370323
clickVideoExit,0.001652942
clickVideoExit,0.117950512
clickVideoExit,0.045233051
clickVideoExit,0.00099936
clickVideoExit,0.018987848
clickVideoExit,0.00099936
clickVideoExit,0.001409098
clickVideoExit,
clickVideoExit,
clickVideoExit,0
clickVideoExit,0.702730253
clickVideoExit,0.689496722
clickVideoExit,
clickVideoExit,
clickVideoExit,
clickVideoExit,
clickVideoExit,
clickVideoExit,0.214862488
clickVideoExit,0.465701951
clickVideoExit,0.001788855
clickVideoExit,0.233850336
clickVideoExit,0.877438439
clickVideoExit,0
clickVideoExit,
clickVideoExit,0.368763991
clickVideoExit,0.006995523
clickVideoExit,0.030980173
clickVideoExit,0.010992965
clickVideoExit,0.00099936
clickVideoExit,0.255836265
clickVideoExit,0.473696834
clickVideoExit,0
clickVideoExit,0.037975696
clickVideoExit,0.077950112
clickVideoExit,0.811480652
clickVideoExit,0.480692357
clickVideoExit,0.744523505
clickVideoExit,0.90342181
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.133914295
clickVideoExit,0.012991685
clickVideoExit,1
clickVideoExit,0.516253598
clickVideoExit,0.118923889
clickVideoExit,0
clickVideoExit,0.73153182
clickVideoExit,0.008994244
clickVideoExit,0.04382795
clickVideoExit,0.885433323
clickVideoExit,0.038073633
clickVideoExit,0
clickVideoExit,0.964670611
clickVideoExit,0
clickVideoExit,0.008994244
clickVideoExit,0
clickVideoExit,0.857689079
clickVideoExit,0.001161257
clickVideoExit,0
clickVideoExit,0.990396146
clickVideoExit,0.727756236
clickVideoExit,0.738537336
clickVideoExit,0.965072354
clickVideoExit,0.599952031
clickVideoExit,0
clickVideoExit,0.573632875
clickVideoExit,0.998011273
clickVideoExit,0.188863128
clickVideoExit,0.006511832
clickVideoExit,1
clickVideoExit,0.048247122
clickVideoExit,0.214338823
clickVideoExit,0.496885993
clickVideoExit,0.168056444
clickVideoExit,0.008104813
clickVideoExit,0
clickVideoExit,0.769543492
clickVideoExit,0
clickVideoExit,0.277090662
clickVideoExit,0.033150783
clickVideoExit,0.986368724
clickVideoExit,0.153901503
clickVideoExit,0.19487528
clickVideoExit,0.107930924
clickVideoExit,0.065957787
clickVideoExit,0.018753997
clickVideoExit,0.018674049
clickVideoExit,0.005668372
clickVideoExit,0
clickVideoExit,0.411736489
clickVideoExit,0.820474896
clickVideoExit,0.008994244
clickVideoExit,0.085944995
clickVideoExit,0.388751199
clickVideoExit,0.661576591
clickVideoExit,0.962511992
clickVideoExit,0.002998081
clickVideoExit,0.148904701
clickVideoExit,0.012991685
clickVideoExit,0.204868884
clickVideoExit,0.003997442
clickVideoExit,0.070954589
clickVideoExit,0.180038775
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.014049009
clickVideoExit,0.010992965
clickVideoExit,0
clickVideoExit,0.748283099
clickVideoExit,0.027044691
clickVideoExit,0.173680844
clickVideoExit,0.517940518
clickVideoExit,0
clickVideoExit,0.295273025
clickVideoExit,0.991085705
clickVideoExit,0
clickVideoExit,0.463639271
clickVideoExit,0
clickVideoExit,0.005104733
clickVideoExit,0.664830508
clickVideoExit,0.001487048
clickVideoExit,0.001487048
clickVideoExit,0
clickVideoExit,0.826714902
clickVideoExit,0.210325392
clickVideoExit,0.04032819
clickVideoExit,0.134481932
clickVideoExit,0.994139751
clickVideoExit,0.711924368
clickVideoExit,0.446706108
clickVideoExit,0.517534778
clickVideoExit,0.034114167
clickVideoExit,0.99596858
clickVideoExit,0
clickVideoExit,0.010543252
clickVideoExit,0
clickVideoExit,0.496256396
clickVideoExit,0
clickVideoExit,0.133964263
clickVideoExit,0
clickVideoExit,0.465799888
clickVideoExit,0.991447474
clickVideoExit,0.9900004
clickVideoExit,0.989366805
clickVideoExit,0.989366805
clickVideoExit,0.989366805
clickVideoExit,0.989366805
clickVideoExit,0.989366805
clickVideoExit,
clickVideoExit,0.004305245
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,
clickVideoExit,0.107315318
clickVideoExit,0
clickVideoExit,0.002380476
clickVideoExit,0.023007275
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.014988407
clickVideoExit,
clickVideoExit,0.624466342
clickVideoExit,0.369913256
clickVideoExit,
clickVideoExit,0.039502718
clickVideoExit,0.356741685
clickVideoExit,0.635285417
clickVideoExit,0.002588343
clickVideoExit,0.002588343
clickVideoExit,0.00126519
clickVideoExit,0.009575871
clickVideoExit,0.987072274
clickVideoExit,0.453709626
clickVideoExit,0.453709626
clickVideoExit,0.376654941
clickVideoExit,0.878685641
clickVideoExit,0.000575632
clickVideoExit,0
clickVideoExit,0.125919412
clickVideoExit,0.187881756
clickVideoExit,0.020620803
clickVideoExit,0.019987208
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.168174368
clickVideoExit,0
clickVideoExit,
clickVideoExit,0
clickVideoExit,0.184020227
clickVideoExit,0
clickVideoExit,0.111838423
clickVideoExit,
clickVideoExit,0.011596578
clickVideoExit,0.003723617
clickVideoExit,0.031371922
clickVideoExit,0
clickVideoExit,0.007884954
clickVideoExit,0
clickVideoExit,0.30803086
clickVideoExit,0.024964023
clickVideoExit,0
clickVideoExit,0.011670531
clickVideoExit,0.003879517
clickVideoExit,0.99720379
clickVideoExit,0.455068756
clickVideoExit,0.430902223
clickVideoExit,0.446702111
clickVideoExit,0.51771866
clickVideoExit,0.660779101
clickVideoExit,0.98995243
clickVideoExit,0.048217141
clickVideoExit,0.189994404
clickVideoExit,0.021488248
clickVideoExit,0
clickVideoExit,0.857001519
clickVideoExit,0.749948033
clickVideoExit,0.003581708
clickVideoExit,0.200945395
clickVideoExit,0.002592341
clickVideoExit,0.001413096
clickVideoExit,0.999774145
clickVideoExit,0.021182443
clickVideoExit,0.986916374
clickVideoExit,0.400223857
clickVideoExit,0.962773825
clickVideoExit,0.202986089
clickVideoExit,0.984441957
clickVideoExit,0.968726015
clickVideoExit,0.26293772
clickVideoExit,0.241465462
clickVideoExit,0.537985689
clickVideoExit,0
clickVideoExit,0.792111049
clickVideoExit,0.977582347
clickVideoExit,0.288791174
clickVideoExit,0.002542373
clickVideoExit,0.999400384
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.018022466
clickVideoExit,0.651053326
clickVideoExit,0.001073313
clickVideoExit,
clickVideoExit,0.791493444
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.00373361
clickVideoExit,0.053473777
clickVideoExit,0.629113367
clickVideoExit,0.00776503
clickVideoExit,0.105024784
clickVideoExit,0.859148145
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.441717301
clickVideoExit,0.228853534
clickVideoExit,0.36507835
clickVideoExit,0.019313639
clickVideoExit,0.991115686
clickVideoExit,0.440026383
clickVideoExit,0.781627758
clickVideoExit,0.018807963
clickVideoExit,
clickVideoExit,0.009919651
clickVideoExit,0.548664854
clickVideoExit,0.735349376
clickVideoExit,0.002512392
clickVideoExit,
clickVideoExit,0.387719859
clickVideoExit,0.387719859
clickVideoExit,0.387719859
clickVideoExit,0.00300008
clickVideoExit,0.058208746
clickVideoExit,0.898353054
clickVideoExit,0.857381276
clickVideoExit,0.850443716
clickVideoExit,0.420422929
clickVideoExit,0
clickVideoExit,0.003331868
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.039332827
clickVideoExit,0.193951871
clickVideoExit,0.603661657
clickVideoExit,0.575433722
clickVideoExit,0.726165254
clickVideoExit,0.000939399
clickVideoExit,0
clickVideoExit,0.007779021
clickVideoExit,0.283458587
clickVideoExit,0.967139031
clickVideoExit,0.009072194
clickVideoExit,0
clickVideoExit,0.519075791
clickVideoExit,0
clickVideoExit,0.00918812
clickVideoExit,
clickVideoExit,0.771506236
clickVideoExit,0.079471138
clickVideoExit,0.406893588
clickVideoExit,0.72885953
clickVideoExit,0
clickVideoExit,0.046294372
clickVideoExit,0
clickVideoExit,0.003012072
clickVideoExit,0.008864327
clickVideoExit,0
clickVideoExit,0.991833227
clickVideoExit,0.988655261
clickVideoExit,0.437274145
clickVideoExit,0.437274145
clickVideoExit,0.038459386
clickVideoExit,0.011886393
clickVideoExit,0.001383115
clickVideoExit,
clickVideoExit,0.001225216
clickVideoExit,0
clickVideoExit,0.495346978
clickVideoExit,0.011966342
clickVideoExit,0.015498081
clickVideoExit,0.602056684
clickVideoExit,0.999400384
clickVideoExit,0.722423649
clickVideoExit,0
clickVideoExit,
clickVideoExit,0.178741605
clickVideoExit,0.615725935
clickVideoExit,0.566675328
clickVideoExit,0.000895427
clickVideoExit,0.666365526
clickVideoExit,0.986368724
clickVideoExit,0.434721778
clickVideoExit,0.531913575
clickVideoExit,0.369599456
clickVideoExit,0
clickVideoExit,0.005986169
clickVideoExit,0.981291973
clickVideoExit,0
clickVideoExit,0.019025823
clickVideoExit,0.624222498
clickVideoExit,
clickVideoExit,0.020293012
clickVideoExit,0.655226655
clickVideoExit,0.857599137
clickVideoExit,0
clickVideoExit,0.194911257
clickVideoExit,0.29275064
clickVideoExit,0.011992325
clickVideoExit,0
clickVideoExit,0.974894068
clickVideoExit,0.0003118
clickVideoExit,0.0210945
clickVideoExit,0.991273585
clickVideoExit,0.166335545
clickVideoExit,0.008314679
clickVideoExit,0
clickVideoExit,0.292802606
clickVideoExit,0
clickVideoExit,0.462072274
clickVideoExit,0
clickVideoExit,0.757799009
clickVideoExit,0.993961864
clickVideoExit,0.410958986
clickVideoExit,0.975415734
clickVideoExit,0.007763032
clickVideoExit,0.539834506
clickVideoExit,0.005294611
clickVideoExit,0
clickVideoExit,0.000503678
clickVideoExit,
clickVideoExit,0.181303965
clickVideoExit,0.872429645
clickVideoExit,0.879365206
clickVideoExit,
clickVideoExit,0.805674368
clickVideoExit,0.656607771
clickVideoExit,0.547779421
clickVideoExit,0.268482171
clickVideoExit,0.211644547
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.006833626
clickVideoExit,0.260771106
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.986614567
clickVideoExit,0.011992325
clickVideoExit,0.71464063
clickVideoExit,0.961606572
clickVideoExit,0.052744244
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0
clickVideoExit,0.955606412
clickVideoExit,0
clickVideoExit,0.692966501
clickVideoExit,0
clickVideoExit,0.002090662
clickVideoExit,0
clickVideoExit,0.773399025
clickVideoExit,0
clickVideoExit,0.961980333
clickVideoExit,0.632549169
clickVideoExit,0.001784858
clickVideoExit,0.00237448
clickVideoExit,0.007397266
clickVideoExit,0.87693676
clickVideoExit,0
clickVideoExit,0.001425088
clickVideoExit,0
clickVideoExit,0.945177087
