event_key,learn_time,exit_ratio,c_start,c_end
clickVideoExit,396,0,NULL,NULL
clickVideoExit,6,0.006292692,NULL,NULL
clickVideoExit,145,0.257001677,NULL,NULL
clickVideoExit,612,1.147332129,NULL,NULL
clickVideoExit,4,0.00550813,NULL,NULL
clickVideoExit,18,0.006983683,NULL,NULL
clickVideoExit,14,0.027189756,NULL,NULL
clickVideoExit,20,0.063709683,NULL,NULL
clickVideoExit,323,0.449949975,NULL,NULL
clickVideoExit,615,1.146031123,NULL,NULL
clickVideoExit,36,0.061078881,NULL,NULL
clickVideoExit,711,0.828450814,NULL,NULL
clickVideoExit,3,0.002681187,NULL,NULL
clickVideoExit,19,0.032445962,NULL,NULL
clickVideoExit,1009,1.151296327,NULL,NULL
clickVideoExit,666,0,NULL,NULL
clickVideoExit,629,1.137422533,NULL,NULL
clickVideoExit,369,0.42783648,NULL,NULL
clickVideoExit,920,0.389261576,NULL,NULL
clickVideoExit,29,0.214286228,NULL,NULL
clickVideoExit,50,0.404128668,NULL,NULL
clickVideoExit,9,0.006773146,NULL,NULL
clickVideoExit,589,1.139715038,NULL,NULL
clickVideoExit,12,0.009751243,NULL,NULL
clickVideoExit,3,0,NULL,NULL
clickVideoExit,538,0.914130036,NULL,NULL
clickVideoExit,4,0,NULL,NULL
clickVideoExit,0,0,NULL,NULL
clickVideoExit,10,0.161187928,NULL,NULL
clickVideoExit,9,0,NULL,NULL
clickVideoExit,6,0.671057935,NULL,NULL
clickVideoExit,687,0,NULL,NULL
clickVideoExit,863,1.147398709,NULL,NULL
clickVideoExit,3,0,NULL,NULL
clickVideoExit,17,0.02879127,NULL,NULL
clickVideoExit,10,0,NULL,NULL
clickVideoExit,20,0,NULL,NULL
clickVideoExit,27,0,NULL,NULL
clickVideoExit,10,0,NULL,NULL
clickVideoExit,8,0,NULL,NULL
clickVideoExit,6,0,NULL,NULL
clickVideoExit,35,0.131417754,NULL,NULL
clickVideoExit,98,0,NULL,NULL
clickVideoExit,478,0,NULL,NULL
clickVideoExit,643,1.149097394,NULL,NULL
clickVideoExit,3,0.003922811,NULL,NULL
clickVideoExit,53,0.179132087,NULL,NULL
clickVideoExit,24,0.042161217,NULL,NULL
clickVideoExit,112,0.570077952,NULL,NULL
clickVideoExit,41,0.070025768,NULL,NULL
clickVideoExit,101,0.428831578,NULL,NULL
clickVideoExit,345,0.610549481,NULL,NULL
clickVideoExit,731,1.14825165,NULL,NULL
clickVideoExit,50,0,NULL,NULL
clickVideoExit,30,0.039985676,NULL,NULL
clickVideoExit,758,1.152284227,NULL,NULL
clickVideoExit,11,1.098070265,NULL,NULL
clickVideoExit,158,0.14007133,NULL,NULL
clickVideoExit,688,0,NULL,NULL
clickVideoExit,5,0,NULL,NULL
clickVideoExit,5,0,NULL,NULL
clickVideoExit,644,0,NULL,NULL
clickVideoExit,10,0.015845995,NULL,NULL
clickVideoExit,38,0.044912583,NULL,NULL
clickVideoExit,234,0.41296039,NULL,NULL
clickVideoExit,777,0,NULL,NULL
clickVideoExit,141,0.084608547,NULL,NULL
clickVideoExit,19,0.032086072,NULL,NULL
clickVideoExit,371,0.65639958,NULL,NULL
clickVideoExit,4,0.003368579,NULL,NULL
clickVideoExit,855,0.810146764,NULL,NULL
clickVideoExit,94,0.475169329,NULL,NULL
clickVideoExit,19,1.142302654,NULL,NULL
clickVideoExit,3,0.002081969,NULL,NULL
clickVideoExit,5,0.005227415,NULL,NULL
clickVideoExit,4,0.004770354,NULL,NULL
clickVideoExit,29,0.107992457,NULL,NULL
clickVideoExit,18,0.028156063,NULL,NULL
clickVideoExit,4,0,NULL,NULL
clickVideoExit,628,1.139598074,NULL,NULL
clickVideoExit,17,1.136031555,NULL,NULL
clickVideoExit,160,0.211903751,NULL,NULL
clickVideoExit,109,0.423202885,NULL,NULL
clickVideoExit,4,1.10316632,NULL,NULL
clickVideoExit,7,0.010994666,NULL,NULL
clickVideoExit,18,0.045375042,NULL,NULL
clickVideoExit,5,0.007187021,NULL,NULL
clickVideoExit,744,0,NULL,NULL
clickVideoExit,240,0.427420806,NULL,NULL
clickVideoExit,7,0.287542017,NULL,NULL
clickVideoExit,2,0,NULL,NULL
clickVideoExit,89,0.26668994,NULL,NULL
clickVideoExit,694,1.048707632,NULL,NULL
clickVideoExit,22,0.298518689,NULL,NULL
clickVideoExit,37,0.063196839,NULL,NULL
clickVideoExit,16,0.024017318,NULL,NULL
clickVideoExit,5,0,NULL,NULL
clickVideoExit,13,0.001799454,NULL,NULL
clickVideoExit,5,0.007692668,NULL,NULL
clickVideoExit,5,0.009117835,NULL,NULL
clickVideoExit,14,0,NULL,NULL
clickVideoExit,15,0,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,24,0,NULL,NULL
clickVideoExit,5,0.008300883,NULL,NULL
clickVideoExit,5,0.298232576,NULL,NULL
clickVideoExit,17,0.393157395,NULL,NULL
clickVideoExit,92,0.158001094,NULL,NULL
clickVideoExit,2,0.001599715,NULL,NULL
clickVideoExit,35,0.441033679,NULL,NULL
clickVideoExit,334,1.093092974,NULL,NULL
clickVideoExit,19,0.033800952,NULL,NULL
clickVideoExit,546,1.048776011,NULL,NULL
clickVideoExit,13,0.022917851,NULL,NULL
clickVideoExit,45,0.215866149,NULL,NULL
clickVideoExit,108,0.156390582,NULL,NULL
clickVideoExit,42,0.818213718,NULL,NULL
clickVideoExit,3,0,NULL,NULL
clickVideoExit,18,0.028409786,NULL,NULL
clickVideoExit,1,0.000327501,NULL,NULL
clickVideoExit,109,0.214736092,NULL,NULL
clickVideoExit,787,0,NULL,NULL
clickVideoExit,95,0.149903549,NULL,NULL
clickVideoExit,38,0.066322491,NULL,NULL
clickVideoExit,30,0.049263663,NULL,NULL
clickVideoExit,61,0.099590804,NULL,NULL
clickVideoExit,441,0,NULL,NULL
clickVideoExit,36,0.062419474,NULL,NULL
clickVideoExit,4,0.005470341,NULL,NULL
clickVideoExit,11,0.684422483,NULL,NULL
clickVideoExit,337,1.000764768,NULL,NULL
clickVideoExit,24,0.03881783,NULL,NULL
clickVideoExit,0.021,NULL,NULL,NULL
clickVideoExit,720,0,NULL,NULL
clickVideoExit,134,1.140078528,NULL,NULL
clickVideoExit,2,0,NULL,NULL
clickVideoExit,15,0.574470421,NULL,NULL
clickVideoExit,236,0.359493202,NULL,NULL
clickVideoExit,37,0.062522043,NULL,NULL
clickVideoExit,639,0.914894804,NULL,NULL
clickVideoExit,7,0.009152025,NULL,NULL
clickVideoExit,552,1.146756303,NULL,NULL
clickVideoExit,525,0.772595749,NULL,NULL
clickVideoExit,236,0.420161807,NULL,NULL
clickVideoExit,671,1.1523742,NULL,NULL
clickVideoExit,2,0.001014892,NULL,NULL
clickVideoExit,35,0.061287618,NULL,NULL
clickVideoExit,757,1.147474286,NULL,NULL
clickVideoExit,8,0.011548898,NULL,NULL
clickVideoExit,10,0.031249325,NULL,NULL
clickVideoExit,2,0.0016483,NULL,NULL
clickVideoExit,589,1.014343451,NULL,NULL
clickVideoExit,136,0.390001152,NULL,NULL
clickVideoExit,118,0.147880962,NULL,NULL
clickVideoExit,453,0.826446222,NULL,NULL
clickVideoExit,621,1.141343545,NULL,NULL
clickVideoExit,25,0.029575833,NULL,NULL
clickVideoExit,27,0,NULL,NULL
clickVideoExit,754,1.146221866,NULL,NULL
clickVideoExit,109,0,NULL,NULL
clickVideoExit,22,0.409462251,NULL,NULL
clickVideoExit,22,0.037155135,NULL,NULL
clickVideoExit,2,0.000662199,NULL,NULL
clickVideoExit,561,1.144388221,NULL,NULL
clickVideoExit,12,0,NULL,NULL
clickVideoExit,11,0.005132044,NULL,NULL
clickVideoExit,2,0,NULL,NULL
clickVideoExit,21,0.036582908,NULL,NULL
clickVideoExit,21,0.020913259,NULL,NULL
clickVideoExit,5,0.00689191,NULL,NULL
clickVideoExit,62,0.062984503,NULL,NULL
clickVideoExit,269,0.47641815,NULL,NULL
clickVideoExit,3,0.002391475,NULL,NULL
clickVideoExit,4,0.004619199,NULL,NULL
clickVideoExit,643,1.150884252,NULL,NULL
clickVideoExit,79,0.518611757,NULL,NULL
clickVideoExit,49,0.138399637,NULL,NULL
clickVideoExit,49,0.138399637,NULL,NULL
clickVideoExit,9,0,NULL,NULL
clickVideoExit,666,1.149160375,NULL,NULL
clickVideoExit,559,0.752785555,NULL,NULL
clickVideoExit,376,0.604019261,NULL,NULL
clickVideoExit,139,0.235744722,NULL,NULL
clickVideoExit,683,0,NULL,NULL
clickVideoExit,2,0.002130554,NULL,NULL
clickVideoExit,121,0.914606891,NULL,NULL
clickVideoExit,4,0.482563287,NULL,NULL
clickVideoExit,7,0.01042244,NULL,NULL
clickVideoExit,4,0,NULL,NULL
clickVideoExit,658,0,NULL,NULL
clickVideoExit,26,0.041421641,NULL,NULL
clickVideoExit,32,0.051455399,NULL,NULL
clickVideoExit,3,0.004270105,NULL,NULL
clickVideoExit,256,0.463649222,NULL,NULL
clickVideoExit,656,0,NULL,NULL
clickVideoExit,12,0.001002296,NULL,NULL
clickVideoExit,757,1.107047743,NULL,NULL
clickVideoExit,8,0.010800325,NULL,NULL
clickVideoExit,688,1.016666547,NULL,NULL
clickVideoExit,139,0.425711324,NULL,NULL
clickVideoExit,11,0.015968358,NULL,NULL
clickVideoExit,401,1.150535158,NULL,NULL
clickVideoExit,8,1.151638223,NULL,NULL
clickVideoExit,352,0,NULL,NULL
clickVideoExit,51,1.122283724,NULL,NULL
clickVideoExit,3,0.002805349,NULL,NULL
clickVideoExit,761,1.14887786,NULL,NULL
clickVideoExit,627,1.127431963,NULL,NULL
clickVideoExit,13,0.003764459,NULL,NULL
clickVideoExit,12,0.018575768,NULL,NULL
clickVideoExit,678,1.144717522,NULL,NULL
clickVideoExit,16,0,NULL,NULL
clickVideoExit,7,0,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,8,0.065296802,NULL,NULL
clickVideoExit,710,0,NULL,NULL
clickVideoExit,15,0.078639756,NULL,NULL
clickVideoExit,5,0,NULL,NULL
clickVideoExit,28,0.027087187,NULL,NULL
clickVideoExit,715,1.122827159,NULL,NULL
clickVideoExit,10,0,NULL,NULL
clickVideoExit,71,0.11635992,NULL,NULL
clickVideoExit,35,0.37463561,NULL,NULL
clickVideoExit,122,0.209280146,NULL,NULL
clickVideoExit,91,0.309054495,NULL,NULL
clickVideoExit,2,0.001435965,NULL,NULL
clickVideoExit,679,1.117734703,NULL,NULL
clickVideoExit,681,1.117795884,NULL,NULL
clickVideoExit,12,0.086503372,NULL,NULL
clickVideoExit,2,0.147555261,NULL,NULL
clickVideoExit,24,0.762189504,NULL,NULL
clickVideoExit,2,0.001756267,NULL,NULL
clickVideoExit,321,1.148996624,NULL,NULL
clickVideoExit,9,0.875305008,NULL,NULL
clickVideoExit,8,0,NULL,NULL
clickVideoExit,109,0.795286869,NULL,NULL
clickVideoExit,2,0.002054977,NULL,NULL
clickVideoExit,4,0.816385472,NULL,NULL
clickVideoExit,199,0.777202352,NULL,NULL
clickVideoExit,354,0,NULL,NULL
clickVideoExit,2,0,NULL,NULL
clickVideoExit,145,1.144969445,NULL,NULL
clickVideoExit,277,0.832283652,NULL,NULL
clickVideoExit,129,0.231136319,NULL,NULL
clickVideoExit,10,0,NULL,NULL
clickVideoExit,644,1.148769893,NULL,NULL
clickVideoExit,647,0,NULL,NULL
clickVideoExit,822,0,NULL,NULL
clickVideoExit,7,0,NULL,NULL
clickVideoExit,13,0.013870195,NULL,NULL
clickVideoExit,17,0.014188698,NULL,NULL
clickVideoExit,21,0.014208492,NULL,NULL
clickVideoExit,40,0.063088871,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,4,0.004019981,NULL,NULL
clickVideoExit,36,0.058660414,NULL,NULL
clickVideoExit,456,0.735354241,NULL,NULL
clickVideoExit,645,0,NULL,NULL
clickVideoExit,37,0.063180644,NULL,NULL
clickVideoExit,5,0.006290893,NULL,NULL
clickVideoExit,4,0.004572414,NULL,NULL
clickVideoExit,4,0.005887815,NULL,NULL
clickVideoExit,1117,0,NULL,NULL
clickVideoExit,25,0.161391266,NULL,NULL
clickVideoExit,8,0.57490049,NULL,NULL
clickVideoExit,88,0,NULL,NULL
clickVideoExit,305,1.128979493,NULL,NULL
clickVideoExit,6,0.005896812,NULL,NULL
clickVideoExit,90,0.157634005,NULL,NULL
clickVideoExit,645,1.127169242,NULL,NULL
clickVideoExit,29,0.047224881,NULL,NULL
clickVideoExit,2,0.001340594,NULL,NULL
clickVideoExit,7,0.00689191,NULL,NULL
clickVideoExit,165,0.4887876,NULL,NULL
clickVideoExit,440,0.905940719,NULL,NULL
clickVideoExit,359,0.598163837,NULL,NULL
clickVideoExit,374,0.645932153,NULL,NULL
clickVideoExit,586,0.390587774,NULL,NULL
clickVideoExit,47,0.119976823,NULL,NULL
clickVideoExit,59,0.045722337,NULL,NULL
clickVideoExit,714,0,NULL,NULL
clickVideoExit,4,0.005493734,NULL,NULL
clickVideoExit,3,0.033952106,NULL,NULL
clickVideoExit,29,0.48773132,NULL,NULL
clickVideoExit,247,0.486433913,NULL,NULL
clickVideoExit,259,0.950104728,NULL,NULL
clickVideoExit,4,0,NULL,NULL
clickVideoExit,113,0.060711792,NULL,NULL
clickVideoExit,278,0.476301185,NULL,NULL
clickVideoExit,61,0,NULL,NULL
clickVideoExit,26,0.017075023,NULL,NULL
clickVideoExit,2,0.002371681,NULL,NULL
clickVideoExit,2,0.001326198,NULL,NULL
clickVideoExit,603,0.268577567,NULL,NULL
clickVideoExit,75,0.151922537,NULL,NULL
clickVideoExit,647,1.147220563,NULL,NULL
clickVideoExit,146,0.358287567,NULL,NULL
clickVideoExit,617,1.05887095,NULL,NULL
clickVideoExit,533,0.911326486,NULL,NULL
clickVideoExit,22,0.03881963,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,9,0.114636042,NULL,NULL
clickVideoExit,10,0.009715254,NULL,NULL
clickVideoExit,88,0.892129906,NULL,NULL
clickVideoExit,19,0.032348792,NULL,NULL
clickVideoExit,27,0,NULL,NULL
clickVideoExit,20,1.135700456,NULL,NULL
clickVideoExit,500,1.132366067,NULL,NULL
clickVideoExit,644,0,NULL,NULL
clickVideoExit,19,0.03413565,NULL,NULL
clickVideoExit,19,0.03413565,NULL,NULL
clickVideoExit,693,1.15049557,NULL,NULL
clickVideoExit,3,1.149851365,NULL,NULL
clickVideoExit,13,0,NULL,NULL
clickVideoExit,51,1.149023616,NULL,NULL
clickVideoExit,596,1.147924149,NULL,NULL
clickVideoExit,644,0,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,10,0.196712757,NULL,NULL
clickVideoExit,7,0.010433237,NULL,NULL
clickVideoExit,3,0.001371184,NULL,NULL
clickVideoExit,42,0.141971554,NULL,NULL
clickVideoExit,25,0.041353262,NULL,NULL
clickVideoExit,678,0,NULL,NULL
clickVideoExit,160,0.283239522,NULL,NULL
clickVideoExit,724,1.143065623,NULL,NULL
clickVideoExit,359,1.149745197,NULL,NULL
clickVideoExit,735,1.108494504,NULL,NULL
clickVideoExit,650,0,NULL,NULL
clickVideoExit,27,0.044824409,NULL,NULL
clickVideoExit,23,0.041934485,NULL,NULL
clickVideoExit,19,0.030301013,NULL,NULL
clickVideoExit,4,0.035188331,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,120,0.207525678,NULL,NULL
clickVideoExit,764,0,NULL,NULL
clickVideoExit,49,0.066828138,NULL,NULL
clickVideoExit,22,0,NULL,NULL
clickVideoExit,333,0.009195212,NULL,NULL
clickVideoExit,34,0.057265837,NULL,NULL
clickVideoExit,668,0,NULL,NULL
clickVideoExit,40,1.111522986,NULL,NULL
clickVideoExit,441,1.115686924,NULL,NULL
clickVideoExit,1,0.000406677,NULL,NULL
clickVideoExit,20,0.031789162,NULL,NULL
clickVideoExit,2,0.000818752,NULL,NULL
clickVideoExit,6,0.008110141,NULL,NULL
clickVideoExit,79,0.138995257,NULL,NULL
clickVideoExit,208,0.400853661,NULL,NULL
clickVideoExit,251,0.433499363,NULL,NULL
clickVideoExit,40,0.047543385,NULL,NULL
clickVideoExit,74,0.095455658,NULL,NULL
clickVideoExit,654,0,NULL,NULL
clickVideoExit,2,0.000563229,NULL,NULL
clickVideoExit,101,1.139966962,NULL,NULL
clickVideoExit,4,0.123142063,NULL,NULL
clickVideoExit,4,0.00422152,NULL,NULL
clickVideoExit,275,0.489329235,NULL,NULL
clickVideoExit,18,0.030103073,NULL,NULL
clickVideoExit,153,0.260715751,NULL,NULL
clickVideoExit,280,0.655875938,NULL,NULL
clickVideoExit,2,0.001561926,NULL,NULL
clickVideoExit,32,0,NULL,NULL
clickVideoExit,33,0.04201906,NULL,NULL
clickVideoExit,12,1.067542521,NULL,NULL
clickVideoExit,9,0.008601392,NULL,NULL
clickVideoExit,964,1.151359308,NULL,NULL
clickVideoExit,10,0.195597095,NULL,NULL
clickVideoExit,262,0.439556327,NULL,NULL
clickVideoExit,718,1.148568354,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,17,0.027193355,NULL,NULL
clickVideoExit,645,0,NULL,NULL
clickVideoExit,289,0,NULL,NULL
clickVideoExit,19,0,NULL,NULL
clickVideoExit,14,0,NULL,NULL
clickVideoExit,98,0.015090225,NULL,NULL
clickVideoExit,113,0,NULL,NULL
clickVideoExit,37,0.063445163,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,201,0.923280261,NULL,NULL
clickVideoExit,4,0,NULL,NULL
clickVideoExit,10,0.009312177,NULL,NULL
clickVideoExit,10,0.014829304,NULL,NULL
clickVideoExit,11,0.28997308,NULL,NULL
clickVideoExit,4,0.004543622,NULL,NULL
clickVideoExit,7,0,NULL,NULL
clickVideoExit,1113,0,NULL,NULL
clickVideoExit,619,1.145815189,NULL,NULL
clickVideoExit,264,0.289361266,NULL,NULL
clickVideoExit,102,0.179763696,NULL,NULL
clickVideoExit,656,1.152093485,NULL,NULL
clickVideoExit,40,0.062619214,NULL,NULL
clickVideoExit,596,1.030381988,NULL,NULL
clickVideoExit,509,1.128340687,NULL,NULL
clickVideoExit,2,0.000982502,NULL,NULL
clickVideoExit,12,0,NULL,NULL
clickVideoExit,546,0,NULL,NULL
clickVideoExit,59,0,NULL,NULL
clickVideoExit,279,0.614519078,NULL,NULL
clickVideoExit,833,1.146459394,NULL,NULL
clickVideoExit,1,0.005398363,NULL,NULL
clickVideoExit,0.3,NULL,NULL,NULL
clickVideoExit,184,0.308075591,NULL,NULL
clickVideoExit,4,0,NULL,NULL
clickVideoExit,10,0.144028331,NULL,NULL
clickVideoExit,9,0,NULL,NULL
clickVideoExit,637,0.82450641,NULL,NULL
clickVideoExit,9,0,NULL,NULL
clickVideoExit,110,0.300339737,NULL,NULL
clickVideoExit,6,0.00679474,NULL,NULL
clickVideoExit,296,0.514573781,NULL,NULL
clickVideoExit,2,0.001266816,NULL,NULL
clickVideoExit,723,1.135331567,NULL,NULL
clickVideoExit,6,0.006638187,NULL,NULL
clickVideoExit,3,0.02879127,NULL,NULL
clickVideoExit,20,0.033018189,NULL,NULL
clickVideoExit,431,1.135803025,NULL,NULL
clickVideoExit,23,0.154747681,NULL,NULL
clickVideoExit,444,0.418491913,NULL,NULL
clickVideoExit,244,0.432473674,NULL,NULL
clickVideoExit,316,0.878117555,NULL,NULL
clickVideoExit,2,0.003946204,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,109,0.989140293,NULL,NULL
clickVideoExit,521,1.149597642,NULL,NULL
clickVideoExit,14,0,NULL,NULL
clickVideoExit,603,1.147981732,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,22,0.355365253,NULL,NULL
clickVideoExit,737,0,NULL,NULL
clickVideoExit,239,0.413865516,NULL,NULL
clickVideoExit,641,1.147719012,NULL,NULL
clickVideoExit,260,0.468745276,NULL,NULL
clickVideoExit,2,0.001722078,NULL,NULL
clickVideoExit,10,0.011282579,NULL,NULL
clickVideoExit,920,1.147828778,NULL,NULL
clickVideoExit,900,1.141294959,NULL,NULL
clickVideoExit,24,0.006128942,NULL,NULL
clickVideoExit,4,0,NULL,NULL
clickVideoExit,721,1.151832564,NULL,NULL
clickVideoExit,100,0.09716514,NULL,NULL
clickVideoExit,3,0.00253903,NULL,NULL
clickVideoExit,2,0.001372984,NULL,NULL
clickVideoExit,668,1.149469881,NULL,NULL
clickVideoExit,798,1.114771001,NULL,NULL
clickVideoExit,3,0.334698519,NULL,NULL
clickVideoExit,37,0,NULL,NULL
clickVideoExit,21,0.031519243,NULL,NULL
clickVideoExit,667,0,NULL,NULL
clickVideoExit,199,0.351809531,NULL,NULL
clickVideoExit,6,0,NULL,NULL
clickVideoExit,5,0.002557025,NULL,NULL
clickVideoExit,629,1.090453175,NULL,NULL
clickVideoExit,351,1.104231597,NULL,NULL
clickVideoExit,369,1.140283666,NULL,NULL
clickVideoExit,16,0.026144273,NULL,NULL
clickVideoExit,536,1.146527773,NULL,NULL
clickVideoExit,750,1.147463489,NULL,NULL
clickVideoExit,34,0.058563244,NULL,NULL
clickVideoExit,268,0.476637683,NULL,NULL
clickVideoExit,231,0.411569412,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,1011,1.123807861,NULL,NULL
clickVideoExit,178,0.477272891,NULL,NULL
clickVideoExit,2,0.476855417,NULL,NULL
clickVideoExit,2,0.476855417,NULL,NULL
clickVideoExit,59,0,NULL,NULL
clickVideoExit,92,0.161941899,NULL,NULL
clickVideoExit,29,0.137602479,NULL,NULL
clickVideoExit,29,0.063045685,NULL,NULL
clickVideoExit,2,0.001623108,NULL,NULL
clickVideoExit,529,0.985595367,NULL,NULL
clickVideoExit,15,0.026041704,NULL,NULL
clickVideoExit,2,0.001641102,NULL,NULL
clickVideoExit,11,0,NULL,NULL
clickVideoExit,27,0,NULL,NULL
clickVideoExit,89,-0.016196889,NULL,NULL
clickVideoExit,365,1.150893249,NULL,NULL
clickVideoExit,251,0.442737762,NULL,NULL
clickVideoExit,230,0.207961146,NULL,NULL
clickVideoExit,1,0.000849342,NULL,NULL
clickVideoExit,3,0.004235916,NULL,NULL
clickVideoExit,1,0.000552433,NULL,NULL
clickVideoExit,692,1.149889154,NULL,NULL
clickVideoExit,268,0.476504524,NULL,NULL
clickVideoExit,217,0,NULL,NULL
clickVideoExit,47,0,NULL,NULL
clickVideoExit,127,0,NULL,NULL
clickVideoExit,33,0,NULL,NULL
clickVideoExit,13,0.013004657,NULL,NULL
clickVideoExit,27,0,NULL,NULL
clickVideoExit,2,0.016500997,NULL,NULL
clickVideoExit,34,0,NULL,NULL
clickVideoExit,48,0.003127452,NULL,NULL
clickVideoExit,833,0.995717299,NULL,NULL
clickVideoExit,5,0.001140854,NULL,NULL
clickVideoExit,28,0,NULL,NULL
clickVideoExit,7,1.020974441,NULL,NULL
clickVideoExit,37,0.062329502,NULL,NULL
clickVideoExit,40,0.065555923,NULL,NULL
clickVideoExit,40,0.06259762,NULL,NULL
clickVideoExit,196,1.145642441,NULL,NULL
clickVideoExit,2,0,NULL,NULL
clickVideoExit,77,1.08977658,NULL,NULL
clickVideoExit,2,0.015045238,NULL,NULL
clickVideoExit,604,1.064139753,NULL,NULL
clickVideoExit,20,0.032591718,NULL,NULL
clickVideoExit,21,0.272509375,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,38,0.063056481,NULL,NULL
clickVideoExit,72,0,NULL,NULL
clickVideoExit,105,0.211903751,NULL,NULL
clickVideoExit,2,0.000777364,NULL,NULL
clickVideoExit,4,0.88703925,NULL,NULL
clickVideoExit,143,1.031018995,NULL,NULL
clickVideoExit,651,1.147353722,NULL,NULL
clickVideoExit,10,0.009511916,NULL,NULL
clickVideoExit,127,0.225257502,NULL,NULL
clickVideoExit,8,0,NULL,NULL
clickVideoExit,351,0.620550849,NULL,NULL
clickVideoExit,6,0.009511916,NULL,NULL
clickVideoExit,3,0.001934413,NULL,NULL
clickVideoExit,37,0.063765466,NULL,NULL
clickVideoExit,17,0.080306051,NULL,NULL
clickVideoExit,8,0,NULL,NULL
clickVideoExit,37,0.062871137,NULL,NULL
clickVideoExit,904,1.149451886,NULL,NULL
clickVideoExit,642,1.14617508,NULL,NULL
clickVideoExit,24,0.035168537,NULL,NULL
clickVideoExit,15,0.45511081,NULL,NULL
clickVideoExit,178,0,NULL,NULL
clickVideoExit,36,0,NULL,NULL
clickVideoExit,5,0,NULL,NULL
clickVideoExit,5,0,NULL,NULL
clickVideoExit,604,0.729680561,NULL,NULL
clickVideoExit,62,0,NULL,NULL
clickVideoExit,80,0,NULL,NULL
clickVideoExit,189,0.849090556,NULL,NULL
clickVideoExit,418,0.621662912,NULL,NULL
clickVideoExit,10,0,NULL,NULL
clickVideoExit,747,0,NULL,NULL
clickVideoExit,520,0,NULL,NULL
clickVideoExit,3,0.003301999,NULL,NULL
clickVideoExit,501,0.895962744,NULL,NULL
clickVideoExit,10,0.013344754,NULL,NULL
clickVideoExit,101,0.177194075,NULL,NULL
clickVideoExit,0.52,NULL,NULL,NULL
clickVideoExit,160,1.038628888,NULL,NULL
clickVideoExit,215,0.385407145,NULL,NULL
clickVideoExit,7,0.455164794,NULL,NULL
clickVideoExit,31,0.117990225,NULL,NULL
clickVideoExit,273,0.42203324,NULL,NULL
clickVideoExit,8,0.161502832,NULL,NULL
clickVideoExit,79,0.137453124,NULL,NULL
clickVideoExit,111,1.123082681,NULL,NULL
clickVideoExit,43,0.070288489,NULL,NULL
clickVideoExit,37,0.062919723,NULL,NULL
clickVideoExit,177,1.146184077,NULL,NULL
clickVideoExit,2,0.000502048,NULL,NULL
clickVideoExit,96,0,NULL,NULL
clickVideoExit,17,0.039937091,NULL,NULL
clickVideoExit,252,0.390670549,NULL,NULL
clickVideoExit,13,0.025062801,NULL,NULL
clickVideoExit,620,1.14779099,NULL,NULL
clickVideoExit,9,0.743174669,NULL,NULL
clickVideoExit,79,0,NULL,NULL
clickVideoExit,184,0,NULL,NULL
clickVideoExit,691,1.148365016,NULL,NULL
clickVideoExit,225,0.301736114,NULL,NULL
clickVideoExit,5,0,NULL,NULL
clickVideoExit,7,0,NULL,NULL
clickVideoExit,1,0.068643787,NULL,NULL
clickVideoExit,664,1.147126991,NULL,NULL
clickVideoExit,145,0.848037875,NULL,NULL
clickVideoExit,28,0.980614478,NULL,NULL
clickVideoExit,2,0.001506143,NULL,NULL
clickVideoExit,11,0,NULL,NULL
clickVideoExit,3,0.004034377,NULL,NULL
clickVideoExit,5,0.006609396,NULL,NULL
clickVideoExit,3,0.006370069,NULL,NULL
clickVideoExit,4,0,NULL,NULL
clickVideoExit,616,0,NULL,NULL
clickVideoExit,170,0.871562142,NULL,NULL
clickVideoExit,8,0.058734192,NULL,NULL
clickVideoExit,5,0.00237348,NULL,NULL
clickVideoExit,4,0.005655685,NULL,NULL
clickVideoExit,645,1.150776285,NULL,NULL
clickVideoExit,19,0.033262915,NULL,NULL
clickVideoExit,5,0,NULL,NULL
clickVideoExit,642,1.148593546,NULL,NULL
clickVideoExit,12,0.624000403,NULL,NULL
clickVideoExit,644,1.151602234,NULL,NULL
clickVideoExit,1,0,NULL,NULL
clickVideoExit,7,0.008513219,NULL,NULL
clickVideoExit,60,0.105960873,NULL,NULL
clickVideoExit,717,1.152428184,NULL,NULL
clickVideoExit,21,0.092954416,NULL,NULL
clickVideoExit,68,0.117243452,NULL,NULL
clickVideoExit,64,0.158544529,NULL,NULL
clickVideoExit,1,0.001000497,NULL,NULL
clickVideoExit,19,0.032840043,NULL,NULL
clickVideoExit,13,0.002056776,NULL,NULL
clickVideoExit,85,0.312943116,NULL,NULL
clickVideoExit,6,0.008560005,NULL,NULL
