head
116.576
5.765
25.983
16.437
30.541
19.404
35.328
12.601
5.929
518.954
27.897
614.166
10.339
57.158
33.846
471.395
450.457
92.595
207.364
190.181
151.714
6.335
96.676
80.587
12.994
0.164
0.227
0.022
607.405
331.408
270.325
89.527
19.732
3.623
17.813
616.873
581.234
22.393
68.023
160.551
40.541
450.044
115.025
187.637
604.836
18.667
11.488
29.243
25.587
53.4
199.064
19.785
175.759
102.063
16.173
110.493
83.906
150.091
219.078
616.8
0.068
205.829
42.93
1.162
18.535
11.215
8.102
373.526
21.413
0.248
0.081
191.244
258.365
90.459
67.59
20.486
63.583
89.309
41.7
43.818
13.834
43.705
6.787
8.353
5.221
7.831
121.396
6.265
6.265
19.274
19.111
13.298
30.622
6.789
49.609
32.225
47.31
35.258
16.397
20.674
49.492
17.368
5.743
55.53
24.872
158.652
222.141
48.971
468.252
34.228
91.172
113.541
16.357
5.917
28.888
49.998
51.299
19.595
10.064
610.774
10.752
30.018
31.335
77.143
63.27
23.735
137.698
5.012
5.012
53.238
53.878
362.807
480.043
5.638
185.853
82.556
106.025
120.158
87.104
62.893
107.599
270.013
65.988
411.401
56.152
96.249
611.974
34.115
45.435
421.518
70.37
69.041
229.603
161.44
617.005
10.442
6.265
9.919
5.222
5.744
5.744
7.311
6.266
6.788
6.267
1.425
41.711
68.7
67.886
8.878
47.508
6.787
5.744
6.267
9.921
5.744
5.222
10.966
6.266
0.407
0.007
90.715
31.692
23.445
11.85
7.833
6.267
10.444
40.289
153.594
616.312
47.216
53.967
15.109
48.332
31.116
494.011
14.621
7.833
26.632
14.622
585.045
29.583
140.349
169.334
239.718
28.597
48.586
6.788
8.877
5.66
47.508
17.228
88.439
264.82
0.272
0.012
0.059
0.007
0.027
285.549
35.096
28.394
189.811
5.221
428.805
22.982
32.431
303.854
8.027
37.861
248.49
143.318
58.461
53.833
28.432
7.311
7.833
8.355
583.302
10.024
17.075
262.24
245.632
0.603
385.149
250.376
113.236
596.406
8.144
4.783
615.067
107.531
96.491
96.491
54.927
6.788
8.877
8.354
6.266
6.266
10.447
47.299
131.671
51.808
6.265
10.963
617.263
0.61
0.012
0.006
0.005
0.004
0.006
0.007
8.875
8.353
6.789
5.744
5.222
5.745
5.222
5.54
9.399
8.355
14.622
14.099
616.367
5.222
5.744
355.886
54.658
82.566
143.551
364.578
0.619
8.353
157.807
137.731
8.964
29.641
10.698
5.646
626.614
617.141
17.418
615.104
122.589
615.294
268.339
343.526
122.293
0.769
44.103
27.789
96.627
275.063
491.043
33.235
78.382
458.29
331.204
54.214
100.508
31.921
22.565
15.729
13.3
8.346
616.237
328.93
83.074
78.52
221.403
26.013
6.265
47.042
39.059
32.453
41.413
45.218
227.523
5.22
367.902
0.003
0.004
0.005
0.01
25.578
42.888
0.015
24.738
0.239
25.544
25.402
0.023
0.026
0.023
0.023
0.024
247.149
